,epoch,loss_train,loss_validation
0,499,2.5672855377197266,2.5672855377197266
1,999,1.0947597026824951,1.0947597026824951
2,1499,0.9567411541938782,0.9567411541938782
3,1999,1.0635359287261963,1.0635359287261963
4,2499,0.9181376695632935,0.9181376695632935
5,2999,0.8876031637191772,0.8876031637191772
6,3499,1.073989748954773,1.073989748954773
7,3999,0.9160199761390686,0.9160199761390686
8,4499,0.8974002003669739,0.8974002003669739
9,4999,0.8941531777381897,0.8941531777381897
10,5499,1.174526572227478,1.174526572227478
11,5999,1.0207557678222656,1.0207557678222656
12,6499,0.6981337070465088,0.6981337070465088
13,6999,0.6881309747695923,0.6881309747695923
14,7499,0.7455046772956848,0.7455046772956848
15,7999,0.8242673277854919,0.8242673277854919
16,8499,1.222914218902588,1.222914218902588
17,8999,0.6380186080932617,0.6380186080932617
18,9499,0.9791219234466553,0.9791219234466553
19,9999,0.6430647373199463,0.6430647373199463
20,10499,0.675528347492218,0.675528347492218
21,10999,1.087092399597168,1.087092399597168
22,11499,1.160164713859558,1.160164713859558
23,11999,0.5879319906234741,0.5879319906234741
24,12499,0.705716609954834,0.705716609954834
25,12999,0.6054397821426392,0.6054397821426392
26,13499,0.6941220760345459,0.6941220760345459
27,13999,0.7744662165641785,0.7744662165641785
28,14499,0.6280783414840698,0.6280783414840698
29,14999,0.9393351674079895,0.9393351674079895
30,15499,0.601402223110199,0.601402223110199
31,15999,0.836520254611969,0.836520254611969
32,16499,0.629158616065979,0.629158616065979
33,16999,0.6783721446990967,0.6783721446990967
34,17499,0.7477924823760986,0.7477924823760986
35,17999,0.6298837065696716,0.6298837065696716
36,18499,0.640856921672821,0.640856921672821
37,18999,0.6408939361572266,0.6408939361572266
38,19499,0.7132192254066467,0.7132192254066467
39,19999,0.7248587608337402,0.7248587608337402
40,20499,0.6657991409301758,0.6657991409301758
41,20999,0.7637087106704712,0.7637087106704712
42,21499,0.5851719379425049,0.5851719379425049
43,21999,0.6436436772346497,0.6436436772346497
44,22499,0.6777887344360352,0.6777887344360352
45,22999,0.5477599501609802,0.5477599501609802
46,23499,0.5274707674980164,0.5274707674980164
47,23999,1.731950044631958,1.731950044631958
48,24499,0.5863900184631348,0.5863900184631348
49,24999,0.8030375242233276,0.8030375242233276
50,25499,0.555687665939331,0.555687665939331
51,25999,0.6258889436721802,0.6258889436721802
52,26499,0.7323140501976013,0.7323140501976013
53,26999,0.690445065498352,0.690445065498352
54,27499,0.5698962211608887,0.5698962211608887
55,27999,0.5735819935798645,0.5735819935798645
56,28499,0.8919370770454407,0.8919370770454407
57,28999,0.6037178635597229,0.6037178635597229
58,29499,0.9584274888038635,0.9584274888038635
59,29999,0.7610728740692139,0.7610728740692139
60,30499,0.6104786396026611,0.6104786396026611
61,30999,0.5702500343322754,0.5702500343322754
